src,mar_Deva,hin_Deva
You can download more details from the National Scholarship Portal.,तुम्ही राष्ट्रीय शिष्यवृत्ती पोर्टलवरून अधिक तपशील डाउनलोड करू शकता.,आप और विवरण राष्ट्रीय छात्रवृत्ति पोर्टल (एन.एस.पी.) से डाउनलोड कर सकते हैं।
"Sure, sir. Thank you so much!",नक्कीच सर. खूप खूप धन्यवाद!,"ठीक है, सर। बहुत-बहुत धन्यवाद!"
You are welcome.,तुमचे स्वागत आहे.,स्वागत है।
"Hello, I am getting married in the coming month.","नमस्कार, मी पुढच्या महिन्यात लग्न करते आहे.","नमस्कार, अगले महीने मेरी शादी होने वाली है।"
Could you please guide me on the legal procedure?,कृपया तुम्ही कायदेशीर प्रक्रियेबद्दल मला मार्गदर्शन कराल का?,क्या आप मुझे उसके लिए ज़रूरी कानूनी प्रोसीजर बता सकेंगे?
How can I make my marriage a valid legal entity?,माझ्या लग्नाला मी वैध कायदेशीर अस्तित्व कसे देऊ शकते?,मैं अपनी शादी को वैध कानूनी रूप किस प्रकार से दे सकती हूँ?
A marriage must be registered for it to be acknowledged legally.,विवाह कायदेशीरदृष्ट्या मान्य होण्यासाठी त्याची नोंदणी होणे आवश्यक आहे.,किसी भी विवाह को कानूनी रूप से वैध माने जाने के लिए उसका रजिस्ट्रेशन कराना जरूरी है।
The process of registration of a marriage ends with the bride and the groom obtaining a marriage certificate.,विवाह नोंदणीची प्रक्रिया वर आणि वधूला लग्नाचे प्रमाणपत्र मिळाल्यानंतर पूर्ण होते.,विवाह के रजिस्ट्रेशन की प्रक्रिया तब समाप्त होती है जब दूल्हा-दुल्हन को विवाह का प्रमाणपत्र मिल जाता है।
How can I obtain a marriage certificate?,मला लग्नाचे प्रमाणपत्र कसे मिळवता येईल?,मुझे विवाह का प्रमाणपत्र कैसे मिलेगा?
You are required to submit an affidavit requesting the registration of your marriage.,तुम्हाला तुमच्या विवाहाची नोंदणी करण्याची विनंती करणारे एक प्रतिज्ञापत्र दाखल करणे आवश्यक आहे.,आपको अपनी शादी का रजिस्ट्रेशन कराने के लिए आवेदन करते हुए एक एफिडेविट जमा करना होगा।
"A couple can submit a joint affidavit for their marriage, or they can choose to submit an individual affidavit.","एक जोडपे आपल्या लग्नाचे संयुक्त प्रतिज्ञापत्र दाखल करू शकते, किंवा ते वैयक्तिक प्रतिज्ञापत्र दाखल करण्याचे ठरवू शकतात.",वर-वधू अपने विवाह के लिए संयुक्त एफिडेविट जमा कर सकते हैं या फिर अलग-अलग एफिडेविट भी जमा कर सकते हैं।
Is there any difference between the two?,या दोन्हींमध्ये काही फरक असतो का?,क्या इन दोनों में कोई फर्क है?
"Not significantly as much, but some states mandate a joint affidavit submission.","तसा विशेष नसतो, पण काही राज्यात संयुक्त प्रतिज्ञापत्र दाखल करण्याचा कायदा अस्तित्वात आहे.",कुछ ज्यादा फर्क नहीं होता लेकिन कुछ राज्यों में संयुक्त एफिडेविट जमा करना अनिवार्य है।
"Okay, what are the steps in filing a joint affidavit for registration of marriage?","ठीक, लग्नाची नोंदणी करण्यासाठीचे संयुक्त प्रतिज्ञापत्र दाखल करण्याच्या पायऱ्या कोणत्या आहेत?","अच्छा, तो शादी का रजिस्ट्रेशन कराने के लिए संयुक्त एफिडेविट भरने के क्या-क्या चरण होते हैं?"
"Marriages can be registered under two acts in India, the Special Marriage Act of 1954 and the Hindu Marriage Act of 1955.","भारतात विवाहाची नोंदणी दोन कायद्यांखाली करता येते, १९५४ सालचा विशेष विवाह कायदा आणि १९५५ सालचा हिंदू विवाह कायदा.","भारत में शादियाँ दो अधिनियमों के तहत रजिस्टर की जा सकती हैं, विशेष विवाह अधिनियम 1954 और हिंदू विवाह अधिनियम 1955."
"The former is applicable to everyone regardless of their faith or religion, and it includes Indian nationals living in foreign countries.","यातला पहिला कायदा प्रत्येकाला, मग त्यांचा विश्वास किंवा धर्म कुठलाही असलं तरी, लागू आहे, आणि त्यामध्ये परदेशात राहणारे भारतीय नागरिक सुद्धा समाविष्ट आहेत.",पहले वाला सभी पर लागू होता है चाहे वे किसी भी मत या धर्म के हों और इसमें विदेशों में रहने वाले भारतीय नागरिक भी शामिल हैं।
Interfaith marriages are to be registered under that act too.,आंतरधर्मीय विवाहांची सुद्धा याच कायद्याखाली नोंदणी करावी लागते.,अंतर्धार्मिक विवाह भी इसी अधिनियम के तहत रजिस्टर किए जाते हैं।
"The latter is an act for two Hindus, extending to Jains, Buddhists and Sikhs.","दुसरा जो कायदा आहे, तो दोन हिंदूंसाठीचा आहे, जो जैन, बौद्ध आणि शिखांसाठीसुद्धा लागू आहे.","दूसरा वाला दो हिंदुओं पर लागू होता है जिनमें जैन, बौद्ध और सिख भी आ जाते हैं।"
What steps are to be followed to submit a joint affidavit under the Special Marriage Act?,विशेष विवाह कायद्याखाली संयुक्त प्रतिज्ञापत्र दाखल करण्यासाठी कुठली पावले उचलावी लागतात?,विशेष विवाह अधिनियम के तहत संयुक्त एफिडेविट जमा करने के लिए क्या-क्या करना होता है?
"First, a notice of intended marriage has to be filed to the Marriage Registrar of your district.","सर्वप्रथम, नियोजित विवाहाची सूचना तुमच्या जिल्ह्याच्या विवाह निबंधकांकडे दाखल करावी लागते.",सबसे पहले होने वाली शादी का नोटिस आपके जिले के विवाह रजिस्ट्रार के यहाँ दर्ज किया जाना चाहिए।
It can only be filed from a place where either parties have resided for a minimum of thirty days.,ज्या ठिकाणी दोन्हीपैकी एक पक्ष कमीतकमी तीस दिवस राहिलेला असेल केवळ अशाच ठिकाणावरून ती दाखल करता येते.,यह उसी जगह से दर्ज किया जा सकता है जहां दोनों में से कोई भी पक्ष कम से कम तीस दिनों तक रहा हो।
This notice is then displayed on the notice board at the Registrar's office allowing any person who objects to the alliance to come forward.,त्यानंतर ही सूचना निबंधक कार्यालयाच्या सूचना फलकावर प्रदर्शित केली जाते ज्यायोगे ज्याला या संबंधांवर आक्षेप असेल अशी कुठलीही व्यक्ती त्यासाठी समोर येऊ शकते.,यह नोटिस फिर रजिस्ट्रार के ऑफिस के नोटिस बोर्ड पर लगाया जाता है जिससे अगर किसी को भी इस शादी से एतराज हो तो वह अपनी आपत्ति पेश कर सके।
"If no one objects to the alliance within 30 days, is the marriage solemnised?","जर या संबंधासाठी ३० दिवसाच्या आत कोणी आक्षेप घेतला नाही, तर विधिवत विवाह होतो का?",अगर 30 दिनों के भीतर शादी के खिलाफ कोई आपत्ति पेश नहीं की जाती तो क्या फिर शादी विधिपूर्वक सम्पन्न की जा सकती है?
"Yes, the bride and the groom are called to the office to solemnise their marriage in the presence of 3 witnesses from either side.","होय, वधू आणि वर यांना, दोन्ही बाजूच्या प्रत्येकी ३ साक्षीदारांच्या उपस्थितीत विधिवत विवाह करण्यासाठी कार्यालयात बोलावले जाते.","हाँ, दूल्हा और दुल्हन को प्रत्येक पक्ष के 3 गवाहों की मौजूदगी में शादी करने के लिए ऑफिस में बुलाया जाता है।"
Each of these six witnesses have to sign in the register.,या सर्व सहा साक्षीदारांपैकी प्रत्येकाला नोंदणीपुस्तकात सही करावी लागते.,इन छः के छः गवाहों को रजिस्टर में हस्ताक्षर करने होते हैं।
How is the process different for the Hindu Marriage Act?,ही प्रक्रिया हिंदू विवाह कायद्यासाठी वेगळी कशी आहे?,ये हिंदू विवाह अधिनियम की प्रक्रिया से किस प्रकार से अलग है?
The couple has to fill an application form and submit it along with two photographs of their wedding ceremony and an invitation card for the same.,या जोडप्याला एक अर्ज भरावा लागतो आणि त्यांच्या विवाह समारंभाची दोन छायाचित्रे आणि त्याची निमंत्रणपत्रिका जोडून तो दाखल करावा लागतो.,पति-पत्नी दोनों को एक आवेदन पत्र भरना पड़ता है और उनके विवाह समारोह की दो तस्वीरें तथा शादी का कार्ड जमा करना होता है।
"Both parties must submit proofs of their identity, age and address.","दोन्ही पक्षांनी त्यांची ओळख, वय आणि निवासी पत्त्याची पुरावापत्रे दाखल करणे आवश्यक आहे.","दोनों पक्षों को अपनी पहचान, उम्र और पते के प्रमाण जमा करने होंगे।"
Separate affidavits declaring that they do not have any living spouses at the time of the marriage must be notarised beforehand and submitted.,लग्नाच्या वेळी त्यांचे कोणी जीवित जोडीदार नाहीत हे जाहीर करणारी प्रतिज्ञापत्रे आधीच नोटरीकृत करून दाखल करणे आवश्यक आहे.,शादी के समय उन दोनों के कोई जीवित साथी नहीं हैं- इस बात को स्थापित करते अलग-अलग एफिडेविट पहले से नोटरी द्वारा प्रमाणित करा कर जमा करने होंगे।
Is there any time duration within which one must have their marriage registered?,प्रत्येकाने विवाहाची नोंदणी अमुक काळाच्या आत केलीच पाहिजे अशी काही काळमर्यादा आहे का?,क्या कोई समय सीमा है जिस बीच में विवाह का रजिस्ट्रेशन कराना जरूरी है?
Who can be a witness to the registration of the marriage?,विवाह नोंदणीचा साक्षीदार कोण राहू शकतो?,शादी के रजिस्ट्रेशन में गवाह कौन बन सकता है?
"Under the Hindu Marriage Act, you need to register your marriage within one month of the wedding ceremony.","हिंदू विवाह कायद्याच्या अंतर्गत, तुम्ही तुमच्या विवाहाची नोंदणी लग्न समारंभापासून एक महिन्याच्या आत करणे गरजेचे आहे.",हिंदू विवाह अधिनियम के तहत आपको शादी के समारोह के एक महीने के भीतर शादी का रजिस्ट्रेशन करा लेना चाहिए।
Both the bride and the groom sign the registers in the presence of three witnesses.,वधू आणि वर दोघेही तीन साक्षीदारांच्या उपस्थितीत नोंदणीपुस्तकात सह्या करतात.,"दूल्हा और दुल्हन, दोनों ही तीन गवाहों की मौजूदगी में रजिस्टर में हस्ताक्षर करते हैं।"
Parents or guardians of each party should be present during the registration.,नोंदणी करताना दोन्ही पक्षांचे पालक किंवा पालनकर्ते हजर असावेत.,दोनों ही पक्षों के माता-पिता या अभिभावक रजिस्ट्रेशन के दौरान मौजूद होने चाहिए।
Which documents will be required for the affidavit?,प्रतिज्ञापत्र करण्यासाठी कुठली कागदपत्रे आवश्यक असतील ?,एफिडेविट के लिए किन दस्तावेज़ों की जरूरत पड़ेगी?
"The application form, ID proof, proof of address, proof of birth date, two passport photos of the bride and the groom are compulsorily needed.","अर्जाचा नमुना, ओळखीचे पुरावा, पत्त्याचा पुरावापत्र, जन्म तारखेचा पुरावा, वधू आणि वराची पारपत्रानुसार असलेली दोन छायाचित्रे ही अनिवार्यपणे गरजेची आहेत.","आवेदन पत्र, पहचान प्रमाणपत्र, पते का प्रमाण, जन्म की तारीख का प्रमाण-पत्र, दुल्हन और दूल्हे की दो पासपोर्ट तस्वीरें एकदम आवश्यक हैं।"
"In case of a divorcee or a widow/widower, the divorce decree or the death certificate of the previous spouse is required.","घटस्फोटित किंवा विधवा/विधुर यांच्या बाबतीत, घटस्फोटाचा हुकूमनामा, किंवा पूर्वीच्या जोडीदाराचे मृत्यू प्रमाणपत्र आवश्यक आहे.","अगर कोई तलाकशुदा या विधवा / विधुर है, तो तलाक का न्यायिक निर्णय या फिर पिछले साथी की मृत्यु का प्रमाण-पत्र लगाना जरूरी है।"
"Hello, this is my first time applying for an e-visa.","नमस्कार, ई-व्हिसासाठी अर्ज करण्याची ही माझी पहिलीच वेळ आहे.","हैलो, मैं पहली बार ई-वीज़ा के लिए एप्लाई कर रही हूँ।"
I was hoping you could tell me what documents I need to apply.,अर्ज करण्यासाठी कोणती कागदपत्रे लागतील ते तुम्ही मला सांगाल अशी मला आशा होती.,मुझे उम्मीद है कि आप मुझे बताएंगे कि एप्लाई करने के लिए मुझे कौन-कौन से डॉक्यूमेंट चाहिए।
"Of course, I am glad you called me.","हो तर, तुम्ही मला फोन केलात याचा मला आनंद झाला आहे.","बिल्कुल, अच्छा किया कि आपने मुझे कॉल कर लिया।"
May I ask which country you need a visa for?,तुम्हाला कोणत्या देशाचा व्हिसा हवा आहे हे मी विचारू शकतो का?,क्या मैं जान सकती हूँ कि आपको कौन-से देश के लिए वीज़ा चाहिए?
I need a tourist visa for India.,"हो हो, मला भारताचा पर्यटक व्हिसा हवा आहे.",मुझे इंडिया के लिए टूरिस्ट वीज़ा चाहिए।
I'll be visiting for a week.,मी एका आठवड्यासाठी भेट देणार आहे.,मैं एक हफ़्ते के लिए जाऊँगी।
"Ok, the most important document you need is a passport.","ठीक आहे, तुम्हाला लागणारा सर्वात महत्त्वाचा दस्तऐवज म्हणजे पासपोर्ट.","ठीक है, सबसे ज़रूरी डॉक्यूमेंट जो आपके पास होना चाहिए वो है पासपासपोर्ट।"
You need to ensure that the passport is valid for at least six months on the expected date of arrival in India.,भारतात पोहोचण्याच्या अपेक्षित तारखेला पासपोर्ट किमान सहा महिन्यांसाठी वैध असेल याची तुम्हाला खात्री करून घ्यावी लागते.,आपको यह जाँच लेना होगा कि पासपोर्ट इंडिया में पहुँचने की तारीख़ से कम से कम छह महीने तक के लिए वैध है।
We get a lot of cases that are rejected just for this reason.,केवळ या एका कारणाने नाकारली गेलेली अनेक प्रकरणे आमच्याकडे येतात.,हमारे पास ऐसे कई केस आते हैं जो सिर्फ़ इसी कारण से ख़ारिज कर दिए जाते हैं।
"Yes, I already checked my passport validity, and it complies with what you just said.","होय, मी माझ्या पासपोर्टची वैधता आधीच तपासली आहे, आणि तुम्ही आत्ता जे सांगितले, त्या निकषाला तो पात्र ठरतो.","हाँ, मैंने पहले ही अपने पासपोर्स की वैधता चेक कर ली है और वह ठीक वैसी ही है जैसा आप बता रहे हैं।"
Is there anything else I need?,याशिवाय मला आणखी काही लागेल का?,क्या मुझे और किसी चीज़ की ज़रूरत होगी?
"Ok, that's good then.",तर मग हे चांगलेच आहे.,"हाँ, फिर ठीक है।"
The next thing you need is a valid email ID.,यापुढची आवश्यक बाब म्हणजे तुमचा एक वैध इमेल आयडी लागेल.,अगली चीज़ जो आपको लगेगी वह है वैध ईमेल आई.डी.।
"Please be careful about this too, as when an Indian visa has been processed and approved, it will be sent directly to the email address given on the application.","कृपया याची सुद्धा खबरदारी घ्या, कारण जेव्हा प्रक्रिया करून भारताचा व्हिसा मंजूर केला जातो, तेव्हा तो थेट अर्जात दिलेल्या इमेल आयडीवर पाठवला जातो.","प्लीज़ इसका भी ध्यान रखियेगा क्योंकि जब इंडियन वीज़ा प्रोसेस होकर स्वीकार हो जाता है, तो वह एप्लिकेशन पर दिए गए ईमेल पते पर सीधे भेज दिया जाता है।"
Is it okay if I use an official ID and not a personal one?,मी वैयक्तिक न वापरता कार्यालयीन आयडी वापरला तर चालेल का?,अगर मैं पर्सनल के बजाय ऑफ़िशियल आई.डी. का इस्तेमाल करूँ तो चलेगा क्या?
I don't check the mails on my personal ID very often.,मी माझ्या वैयक्तिक आयडीवर येणाऱ्या इमेल फारशा नियमितपणे पहात नाही.,मैं अपने पर्सनल आई.डी. पर मेल बहुत ज़्यादा बार चेक नहीं करती।
That does not matter.,त्याने फारसा फरक पडत नाही.,उससे कोई फ़र्क नहीं पड़ता।
"The e-mail address needs to be active, that's all.","तो इमेल आयडी सक्रिय असायला हवा, इतकेच.","ई-मेल पता चालू होना चाहिए, बस।"
Are these the only things that I require?,या एवढ्याच गोष्टी मला लागतील का?,क्या मुझे बस इतनी ही चीज़ें लगेंगी?
There are also e-visa India evidence requirements that are needed to obtain the authorization to travel to India.,याशिवाय भारतात प्रवासाची अधिकृत परवानगी मिळवण्यासाठी भारताच्या ई-व्हिसासाठी आवश्यक पुरावे देणे देखील गरजेचे आहे.,ई-वीज़ा इंडिया प्रमाण से जुड़ी ज़रूरतें भी हैं जो इंडिया में ट्रैवल करने की अनुमति के लिए ज़रूरी हैं।
Applicants are required to submit a scanned color copy of the first page or the biographical page of their valid passport.,अर्जदारांनी त्यांच्या वैध पासपोर्टच्या पहिल्या पानाची किंवा व्यक्तिगत माहितीच्या पानाची स्कॅन केलेली एक रंगीत प्रत सादर करणे आवश्यक आहे.,आवेदकों को अपने वैध पासपोर्ट के पहले पेज या बायोग्राफ़िकल पेज की स्कैन की हुई कलर कॉपी जमा करनी होगी।
"Each applicant must also submit a recent passport-style, color photo",याशिवाय प्रत्येक अर्जदाराने पासपोर्ट पद्धतीचे अलीकडचे एक रंगीत छायाचित्र देणे आवश्यक आहे.,"हर आवेदक को हाल की पासपोर्ट-स्टाइल, कलर फ़ोटो भी जमा करनी होगा"
That is quite a lot of specifications.,हे तर भरपूरच तपशील आहेत.,यह तो बहुत सारी चीज़ें हैं।
I'll note it down so I don't forget.,मी हे लिहून घेते म्हणजे मी विसरणार नाही.,मैं लिख लेती हूँ ताकि कहीं भूल न जाऊँ।
That's a good idea.,ही छान कल्पना आहे.,यह अच्छा रहेगा।
You also need a debit or credit card.,तुमच्याकडे एक डेबिट किंवा क्रेडिट कार्ड असायला हवे.,आपके पास डेबिट या क्रेडिट कार्ड भी होना चाहिए।
"Ok, I have one in my possession.","बरं, माझ्याकडे एक आहे.","हाँ, मेरे पास एक है।"
Is it okay if I call again in case I have other doubts?,मला आणखी काही शंका असतील तर मी पुन्हा फोन केला तर चालेल ना?,"अगर मुझे कुछ पूछना हो, तो क्या मैं फिर कॉल कर सकती हूँ?"
"Of course, feel free to contact us in case of any queries.","का नाही, तुम्हाला काहीही शंका आली तर आम्हाला नक्की संपर्क करा.","बिल्कुल, अगर आप कुछ और पूछना चाहें तो हमसे संपर्क कर सकती हैं।"
I have to take a Foreign language from this year.,मला या वर्षीपासून एक परदेशी भाषा घ्यावी लागणार आहे.,मुझे इस साल एक विदेशी भाषा लेनी होगी।
I'm not sure which one to take.,कुठली निवडावी हे मला कळत नाहीये.,मैं तय नहीं कर पा रही हूँ कि कौन सी लूं।
There are too many options.,खूप पर्याय आहेत.,बहुत सारे ऑप्शन हैं।
"Frankly, I am confused.","खरं सांगू का, माझा गोंधळ उडालाय.",सच पूछो तो मैं कन्फ्यूज़ हूँ।
Which language do you think I should take?,मी कुठली भाषा घ्यावी असं तुला वाटतं?,तुम्हारे हिसाब से मुझे कौन सी भाषा लेनी चाहिए?
I would suggest picking one that you like.,"तुला जी आवडते, ती तू निवडावीस असं मी सुचवीन.",मेरे हिसाब से तुम्हें वही लेनी चाहिए जो तुम्हें पसंद हो।
"That way, you will have an interest in learning it.","तसं केलं तर, तुला ती शिकण्यात रस वाटेल.",ऐसे में उसे सीखने में तुम्हारी दिलचस्पी बनी रहेगी।
"Also, you won't feel like feeling forced learning it.","शिवाय, ती शिकण्यास भाग पाडलं गेलं आहे, असंही तुला वाटणार नाही.","साथ ही, तुम्हें ऐसा भी नहीं लगेगा कि जोर-जबरदस्ती से तुम्हें पढ़नी पड़ रही है।"
That is the problem.,तीच समस्या आहे,यही तो प्रॉब्लम है।
I think I like every language.,"मला वाटतं, मला प्रत्येकच भाषा आवडते.",मुझे तो लगता है कि मुझे हर भाषा पसंद है।
"If I had an option, I would have taken them all.","मला जर पर्याय असता, तर मी त्या सगळ्याच घेतल्या असत्या.","अगर मैं ऐसा कर सकती, तो मैं तो सभी को चुन लेती।"
"For next year, I can only take one.","पुढच्या वर्षासाठी, मी कोणतीही एकच घेऊ शकते.",अगले साल मैं केवल एक ही ले सकती हूँ।
Then I would suggest taking a language most beneficial for you.,"मग तुला जिचा सगळ्यात जास्त फायदा होईल, अशी भाषा घे असं मी सुचवीन.",तो मैं कहूंगी कि तुम ऐसी भाषा लो जो तुम्हारे सबसे ज्यादा काम आए।
One that will be of help in the future.,जिचा भविष्यात उपयोग होईल.,ऐसी जो भविष्य में तुम्हारे लिए उपयोगी रहे।
Have you decided what you want to be in the future?,"भविष्यात तुला कोण व्हायचंय, हे ठरवलंयस का तू?",तुमने यह तय किया है क्या कि भविष्य में तुम क्या बनना चाहती हो?
I haven't decided anything of that sort.,मी तसं काही नाही ठरवलेलं.,मैंने तो इस बारे में कुछ नहीं तय किया है।
Can you tell me which language is beneficial for which fields?,कुठल्या क्षेत्रांसाठी कुठली भाषा फायदेशीर ठरेल हे तू मला सांगू शकशील का?,क्या तुम बता सकती हो कि किस क्षेत्र में कौन सी भाषा काम आएगी?
It will be really helpful for me to choose later.,नंतर त्यातली एक निवडताना मला त्याची खरोखर मदत होईल.,इससे बाद मुझे चुनने में बहुत मदद मिलेगी।
"If you want to take up literature, French would be the best for that.","तुला जर साहित्य घ्यायचं असेल, तर त्यासाठी फ्रेंच सगळ्यात चांगली ठरेल.","अगर तुम साहित्य लेना चाहती हो, तो फ्रेंच उसके लिए सबसे अच्छी रहेगी।"
There are lots of literature works that you can read.,"भरपूर साहित्यकृती आहेत, ज्या तुला वाचता येतील.",बहुत सारी साहित्यिक कृतियाँ हैं जो तुम पढ़ सकोगी।
"If you want to step into entertainment field, Korean is gonna help.","तुला जर मनोरंजन क्षेत्रात जायचं असेल, तर कोरियनची मदत होईल.",अगर तुम एंटरटेनमेंट के फील्ड में जाना चाहती हो तो कोरियन फायदेमंद है।
K-pop and K-dramas are gaining a lot of popularity these days.,के-पॉप आणि के-नाटकं यांना हल्ली खूप लोकप्रियता मिळतेय.,के-पॉप और के-ड्रामा आजकल बहुत चल रहे हैं।
Spanish would be really useful for tourism.,पर्यटनक्षेत्रासाठी स्पॅनिश खूप उपयोगी ठरेल.,टूरिज़्म के लिए स्पैनिश वाकई उपयोगी होगी।
These all sound wonderful.,हे सगळंच छान वाटतंय.,ये सब सुनने में बहुत सही लग रहा है।
I think I would be taking science for my further studies.,"मला वाटतं, मी माझ्या पुढच्या अभ्यासासाठी विज्ञानाची निवड करीन.",मुझे लगता है कि आगे की पढ़ाई करने के लिए मैं साइंस लूंगी।
Which all languages are best for scientific studies?,वैज्ञानिक अभ्यासासाठी कुठल्या सगळ्या भाषा चांगल्या?,साइंस की पढ़ाई के लिए कौन-कौन सी भाषाएं सबसे ज़्यादा काम आएंगी?
German would be the best language for you.,तुझ्यासाठी जर्मन सर्वोत्तम भाषा असेल.,तुम्हारे लिए जर्मन भाषा सबसे सही रहेगी।
"As most of the early scientific documents were written in German, it will be really helpful.","कारण सुरुवातीचे सगळे वैज्ञानिक दस्तऐवज जर्मनमध्ये लिहिले गेले होते, तिची खरंच खूप मदत होईल.","क्योंकि शुरू में अधिकतर डॉक्यूमेंट जर्मन में लिखे जाते थे, तो उससे तुम्हें फायदा होगा।"
"Moreover, there are a lot of further studies opportunities in Germany.","इतकंच कशाला, जर्मनीमध्ये पुढील शिक्षणाच्या भरपूर संधी आहेत.","इसके अलावा, जर्मनी में आगे की पढ़ाई के बहुत सारे अवसर हैं।"
"But, if you want to go into technologies, I think it would be better to take up Chinese.","पण, तुला जर तंत्रज्ञान क्षेत्रात जायचं असेल, तर मला वाटतं चिनी भाषा घेणं योग्य होईल.",लेकिन अगर तुम टेक्नोलॉजी में जाना चाहती हो तो मुझे लगता है चीनी भाषा बेहतर होगी।
You will need it to catch up with the pace they are inventing technologies.,"ज्या वेगानं ते तंत्रज्ञान क्षेत्रात शोध लावत आहेत, तो वेग पकडण्याकरता तुला ती आवश्यक ठरेल.","जिस तेजी से वे नई टेक्नोलॉजीज़ ला रहे हैं, तुम्हें उनके कदम से कदम मिलाना होगा।"
I am sure this will be helpful for me to choose in the future.,भविष्यात निवड करायला मला याची मदत होईल याची मला खात्री वाटतेय.,मुझे लगने लगा है कि इससे मुझे भविष्य में चुनने में बहुत मदद मिलेगी।
Good morning to all my dear students.,माझ्या सर्व आवडत्या विद्यार्थ्यांना सुप्रभात.,मेरे सभी प्यारे स्टूडेंट्स को गुड मॉर्निंग।
Hope you all are doing fine.,आशा आहे की तुम्ही सगळे आनंदात आहात.,उम्मीद है कि आप सब ठीक हैं।
Do you remember how we started talking about rivers in our last class?,आपण आपल्या मागच्या तासात नद्यांबद्दल बोलायला कशी सुरुवात केली होती ते तुम्हाला आठवतय का?,क्या आपको याद है कि कैसे हमने अपने पिछली क्लास में नदियों के बारे में बातें करना शुरू किया था?
"Can you tell me what you know about some of the well known rivers of our country, with some unique features?","आपल्या देशातल्या काही प्रसिद्ध नद्यांबद्दल, त्यांच्या काही अद्वितीय वैशिष्ट्यांसह तुम्हाला काय माहिती आहे ते तुम्ही मला सांगू शकता का?","क्या आप मुझे बता सकते हैं कि आप हमारे देश की कुछ प्रसिद्ध नदियों के बारे में, उनकी विशेषताओं के साथ आप क्या जानते हैं, ?"
"Good Morning, miss Lea!","सुप्रभात, मिस ली!","गुड मॉर्निंग, मिस ली!"
I remember a few rivers from the last class.,मागच्या तासातल्या काही नद्या मला आठवतात.,मुझे पिछली क्लास में बताई गई कुछ नदियाँ याद हैं।
"We started with the river Ganga, also called Ganges, which is the longest river of India, it has a lot of religious significance, but at the same time, it is also one of the highly polluted rivers.","आपण गंगा नदीपासून सुरुवात केली होती, जिला गँजेस सुद्धा म्हटले जाते, जी भारतातील सर्वाधिक लांबीची नदी आहे, जिला धार्मिक दृष्ट्या खूप महत्व आहे, परंतु त्याचबरोबर, ती सर्वाधिक प्रदूषित नद्यांपैकी एक आहे.","हमने गंगा नदी से शुरुआत की थी, जिसे गैंजीज़ भी कहा जाता है, जो देश की सबसे लंबी नदी है, इसकी बहुत धार्मिक महत्ता है लेकिन इसके साथ ही, यह सबसे प्रदूषित नदियों में से एक है।"
"It originates from Gangotri in Himachal Pradesh, and has a length of around 2525 km, flowing through more than 15 major Indian cities.","ती हिमाचल प्रदेशातील गंगोत्री येथे उगम पावते, तिची लांबी साधारणपणे २५२५ कि.मी. आहे आणि ती भारतातल्या १५ पेक्षा जास्त प्रमुख शहरातून वाहते.","यह हिमाचल प्रदेश के गंगोत्री से शुरू होती है और इसकी लंबाई लगभग 2525 कि.मी. है, यह 15 से अधिक बड़े शहरों से बहती है।"
"And yes, it has also created the largest Deltas in the world: the Sundarbans in West Bengal.","आणि हो, पश्चिम बंगालमधील सुंदरबन हा जगातला सर्वात मोठा त्रिभुज प्रदेशसुद्धा तिने निर्माण केलेला आहे.","और हाँ, इसने दुनिया का सबसे बड़ा डेल्टा भी बनाया है: पश्चिम बंगाल में सुंदरवन।"
