src,mar_Deva,hin_Deva
"In 1912, Dadasaheb Phalke produced the first Indian animation movie, which was followed by a hiatus that lasted over 40 years.","१९१२ साली दादासाहेब फाळक्यांनी हलत्या चित्रांचा पहिला भारतीय चित्रपट निर्माण केला, त्यानंतर ४० वर्षांहून अधिक काळ त्यात खंड पडला.",1912 में दादासाहेब फाल्के ने पहली भारतीय एनिमेशन फिल्म बनाई और उसके बाद 40 से ज़्यादा वर्षों तक एक अंतराल बना रहा।
"In 1956, the Films Division set up a cartoon film unit, where Clair Weeks, the veteran Disney animator, was invited to train students.","१९५६ साली, फिल्म डिव्हिजनने एका व्यंगचित्रपट विभागाची स्थापना केली, जेथे 'डिस्ने'च्या अनुभवी व्यंगचित्रपटकार क्लेअर वीक्स यांना, विद्यार्थ्यांना प्रशिक्षण देण्यासाठी निमंत्रित करण्यात आले होते.","1956 में फिल्म प्रभाग ने कार्टून फिल्म इकाई स्थापित की, जहाँ डिज़्नी के लिए अनुभवी सजीवन चलचित्र निर्माता, क्लेयर वीक्स, को छात्रों को प्रशिक्षित करने के लिए आमंत्रित किया गया था।"
"Indian cinema is world famous for the staggering amount of films it produces: the number is constantly on the increase, and recent sources estimate that a total output of some 800 films a year are made in different cities including Madras, Bangalore, Calcutta and Hyderabad.","भारतीय चित्रपट जगत अचाट संख्येने चित्रपटनिर्मिती करण्याकरता जगभरात प्रसिद्ध आहे: ही संख्या सातत्याने वाढत आहे, आणि अलीकडच्या स्रोतांनुसार मद्रास, बंगलोर, कलकत्ता आणि हैद्राबाद यांसह विविध शहरांमध्ये वर्षातून एकूण ८०० चित्रपटांची निर्मिती होत असल्याचा अंदाज वर्तवला जात आहे.","आश्चर्यजनक संख्या में फिल्मों का उत्पादन करने के लिए भारतीय सिनेमा पूरी दुनिया में विख्यात है: यह संख्या लगातार बढ़ रही है और आधुनिक आँकड़ों के अनुसार मद्रास, बंगलोर, कलकत्ता और हैदराबाद सहित विभिन्न शहरों में कुल मिला कर 800 फिल्में प्रति वर्ष बनाई जाती हैं।"
The two sister languages are spoken in six northern states and understood by over 500 million people on the Indian sub-continent alone reason enough for Hindi and Urdu to be chosen above the fourteen official Indian languages to become the languages of Indian Popular cinema when sound came to the Indian Silver screen in 1931.,"दोन भगिनी भाषा उत्तरेच्या सहा राज्यांत बोलल्या जातात आणि भारतीय उपखंडातील पन्नास कोटींहून अधिक लोकांना त्या समजतात, हे एकच कारण, १९३१ साली भारतीय रूपेरी पडद्यावर जेव्हा ध्वनी अवतरला, लोकप्रिय भारतीय सिनेमाची भाषा म्हणून तेव्हा चौदा भारतीय राजभाषांपेक्षा, हिंदी आणि ऊर्दूची निवड होण्यासाठी पुरेसे होते.","1931 में भारतीय रजतपट पर जब ध्वनि आई तो दोनों मिलती-जुलती भाषाएं, हिन्दी और उर्दू को भारतीय लोकप्रिय सिनेमा की भाषाएं बनने के लिए बाकी चौदह भाषाओं से ऊपर चुना जाने का मुख्य कारण था कि छः उत्तरी राज्यों में इन्हें बोला जाता था और भारतीय उपमहाद्वीप में 50 करोड़ लोगों से ज्यादा इन्हें समझते थे।"
"Indian cinema never understood composite sound, says K. Hariharan, an award-winning filmmaker and teacher from Chennai.","भारतीय चित्रपटसृष्टीला संमिश्र स्वर कधीच समजला नाही, असे एक पुरस्कारविजेते चित्रपटनिर्माते आणि चेन्नईतील शिक्षक के. हरिहरन म्हणतात.",चेन्नई के पुरस्कृत फिल्म निर्माता एवं शिक्षक के. हरिहरन कहते हैं कि भारतीय सिनेमा को कभी भी सम्मिश्रित ध्वनि समझ ही नहीं आई।
"Indian cinema thus has more than a hundred years of history, like the European or American film industry.",अशाप्रकारे युरोपीय किंवा अमेरिकी चित्रपट उद्योगाप्रमाणे भारतीय चित्रपटाला १००हून अधिक वर्षांचा इतिहास आहे.,"इस प्रकार, यूरोपीय या अमेरिकी सिनेमा की तरह, भारतीय सिनेमा का सौ साल से भी अधिक का इतिहास है।"
"It is also worth labouring the point that this rethinking of film theory in the 1960s did not come via film criticism (as it did in the 1950s) but through other disciplines, namely structural linguistics and semiotics.","१९६०च्या दशकामधील चित्रपट सिद्धांतावरील असा पुनर्विचार हा चित्रपटांच्या समीक्षेतून नाही (जसे १९५०च्या दशकात झाले), परंतु संरचनात्मक भाषाशास्त्र आणि चिन्ह मीमांसा यांसारख्या अन्य शाखांच्या मार्गे आला हा ही मुद्दा अधोरेखित करण्यासारखा आहे.","इस पर ज़ोर देना भी महत्वपूर्ण है कि (1950 के दशक के विपरीत) 1960 के दशक में फिल्मी सिद्धांत का पुनर्विचार फिल्मों की आलोचना से नहीं बल्कि अन्य विषयों, जैसे संरचनात्मक भाषाविज्ञान तथा लाक्षणिकता, से आया था।"
"This pattern would repeat itself in the 1970s with psychoanalysis and philosophy pushing the debate along, and then history in the 1980s.",पुढे १९७०च्या दशकातही मनोविश्लेषण आणि तत्त्वज्ञानाच्या आधारे आणि १९८०च्या दशकात इतिहासाचा आधार घेऊन चर्चा पुढे नेण्याचा हा प्रघात पुन्हा आला.,यह प्रवृत्ति 1970 के दशक में मनोविश्लेषण और दर्शन के माध्यम से और फिर 1980 के दशक में इतिहास के माध्यम से बहस को आगे बढ़ाते हुए दोहराई जाने वाली थी।
More modern perspectives like the New Indian Cinema appear which aim to break with the traditional Bollywoodian aesthetics.,न्यू इंडियन सिनेमासारखे अधिक आधुनिक परिप्रेक्ष्य पारंपरिक बॉलीवूड शैलीच्या सौंदर्यशास्त्रापासून फारकत घेण्याचे ध्येय बाळगत असल्याचे दिसतात.,नए भारतीय सिनेमा जैसा और भी आधुनिक दृष्टिकोण आया है जो पारंपरिक बॉलिवुडी कलात्मकता से परे हटने का प्रयास कर रहा है।
"The themes show the idea of a contemporary India where the west has been assimilated, but the tradition and the true essence of India as a diverse multilingual country are evident.","ही विषयवस्तू समकालीन भारताची संकल्पना दर्शवते, जिथे पश्चिमेकडील शैली सामावून घेतली आहे, मात्र भारताची वैविध्यपूर्ण बहुभाषिक देश म्हणून असलेली परंपरा आणि खरा गाभा स्पष्ट आहे.","मूल विषय समकालीन भारत की कल्पना दर्शाते हैं जहाँ पश्चिम का समावेश कर लिया गया है, परन्तु परंपरा और विविध बहुभाषी देश के रूप में भारत की पहचान सुस्पष्ट है।"
"Nowadays, films gather the diversity of India through the influence of the classical epics of Sanskrit with recurrent themes like maternity and revenge, or trying to maintain the traditional values that conformed to the social hierarchy of India.",मातृत्व आणि सूड या वारंवार येणाऱ्या संकल्पना असणाऱ्या संस्कृत भाषेतील अभिजात महाकाव्यांच्या प्रभावातून किंवा भारताच्या सामाजिक उतरंडीला धरून असणाऱ्या पारंपरिक मूल्यांची जपणूक करण्याच्या प्रयत्नातून आजकाल चित्रपटांमध्ये भारताची विविधता दिसते.,"फिल्मों में संस्कृत के महाकाव्यों के प्रभाव के माध्यम से मातृत्व तथा प्रतिशोध जैसे बार-बार दोहराए जाने वाले मूल-विषय, या भारत की सामाजिक व्यवस्था को दिखाने वाले पारंपरिक मूल्यों को बनाए रखने की कोशिशें आजकल की फिल्मों में दिखाई देती हैं जो भारत की विविधता दिखाती हैं।"
"This influence is also felt in the narrative structure of films, often with digressions that make Indian films too long for the western audience.",हा प्रभाव चित्रपटांच्या कथानकाच्या मांडणीत देखील जाणवतो आणि सतत होणाऱ्या विषयांतरामुळे पाश्चात्य प्रेक्षकांना भारतीय चित्रपट फारच लांबलचक वाटतात.,"फिल्मों के कथानक की रूपरेखा में भी यह प्रभाव देखा जा सकता है, जहाँ बहुधा होने वाले विषय परिवर्तन पश्चिमी दर्शकों के लिए भारतीय फिल्मों को बहुत लंबा बना देते हैं।"
We naturally accept this narrative convention of an exclusively male point of view.,निव्वळ पुरुषी दृष्टिकोनाची ही कथनपरंपरा आपण निसर्गतःच स्वीकारतो.,हम स्वाभाविक रूप से पुरुष के दृष्टिकोण की अनन्यता की कथात्मक परिपाटी को स्वीकार करते हैं।
"Since the commencement of academic courses in 1960, the Institute has regularly upgraded the pedagogic curriculum, enriched the quality of cinematic learning, and augmented the infrastructure to realize its mandate of being truly a centre of excellence.","१९६० साली अकादमिक पाठ्यक्रम सुरू केल्यानंतर, संस्थेने नियमितपणे तिचा शिक्षणशास्त्रीय अभ्यासक्रम अद्ययावत केला आहे, चित्रपटाच्या अध्ययनाचा दर्जा उंचावला आहे आणि खऱ्या अर्थी उत्कृष्टतेचे केंद्र होण्याचा अधिकार प्रत्यक्षात उतरवण्याकरता पायाभूत सुविधा वाढवल्या आहेत.","1960 में शैक्षणिक पाठ्यक्रम की शुरुआत के साथ ही संस्थान ने शिक्षा की पाठ्यचर्या में लगातार सुधार किया है, चलचित्र-संबंधी प्रवीणता के मानदण्डों को सुधारा है, और इसके सही अर्थों में उत्कृष्टता का केंद्र बनने के उद्देश्य को पूरा करने के लिए इसकी आधारभूत संरचना में विस्तार किया है।"
The Institute has crossed many milestones towards a new paradigm in the art and craft of filmmaking.,"चित्रपटनिर्मितीच्या कला कौशल्याच्या नव्या रूपावलीच्या दिशेने, या संस्थेने अनेक मैलाचे दगड पार केले आहेत.",संस्थान ने फिल्म निर्माण में कला एवं शिल्प में नए प्रतिमान की ओर बढ़ते हुए कई उपलब्धियाँ हासिल की हैं।
"Taking the historical development as the chronological point of departure of the development of Indian narratives in English helps us to shed light onto the sphere of the cinematic production of India, which is considered among the so-called other cinemas or cinemas of other countries, with the marginality implied in these terms.","इंग्रजीतील भारतीय कथानक पुढे सरकताना ते क्रमवार घडलेल्या ऐतिहासिक घडामोडीवर आधारित आहे हे लक्षात घेतल्यावर आपल्याला भारतातील चित्रपट निर्मितीवर प्रकाश टाकण्यास मदत होते, जी, तथाकथित अन्य चित्रपटांमध्ये किंवा अन्य देशांच्या चित्रपटांमध्ये या परिभाषेतील अध्याहृत सीमान्तिकता असलेली म्हणून गणली जाते.","इस ऐतिहासिक घटना को अंग्रेज़ी में भारतीय भावात्मक वर्णनों के विकास के कालानुक्रमिक परिवर्तन की शुरुआत मानने से हमें भारतीय सिनेमा के निर्माण के क्षेत्र को समझाने में मदद मिलती है, जिसके लिए अन्य सिनेमा अथवा अन्य देशों का सिनेमा जैसे वर्गीकरण प्रयोग करके इन्हें कम गुणवत्ता का समझा जाता है।"
"The dialogue was presented through inter-titles, which were often in English, and two or three Indian languages.",संवाद सहसा इंग्रजी आणि दोन किंवा तीन भारतीय भाषांमधील अंतर्शीर्षकांद्वारे दाखवले गेले.,संवाद को वार्ता शीर्षकपत्रों के ज़रिए प्रस्तुत किया जाता था जो अक्सर अंग्रेज़ी एवं दो या तीन भारतीय भाषाओं में होते थे।
"Sweeping economic changes, the onset of satellite television, increased access to more western sounds and production techniques, greater formal distribution and exhibition of Hindi cinema around the world, all come into play significantly.","वेगाने होणारे आर्थिक बदल, दूरदर्शन कार्यक्रमांचे उपग्रहाद्वारे प्रसारण, पाश्चात्य ध्वनी आणि निर्मिती तंत्रे यांची वाढीव उपलब्धता, हिंदी सिनेमांचे जगभरातील वाढते औपचारिक विभाजन आणि प्रदर्शन हे सर्व घटक महत्त्वाचे ठरतात.","भारी आर्थिक परिवर्तन, उपग्रह टेलीविजन का आगमन, पश्चिमी ध्वनियों और प्रोडक्शन तकनीकों तक अधिक पहुँच, पूरे संसार में हिंदी सिनेमा का बढ़े हुए स्तर पर औपचारिक वितरण और प्रदर्शन, सभी की महत्वपूर्ण भूमिका रही है।"
"In these hands, the cinema lost much of its visual character and was turned into a literary and wordy product.",त्यांनी चित्रपटनिर्मिती सुरू केल्यावर त्यातील दृश्यरूपता बरीच मागे पडली आणि त्याचे स्वरूप साहित्यिक आणि शब्दबद्ध झाले.,"इनके हाथों में, सिनेमा ने काफी हद तक अपना दृष्टिक पहलू खो दिया और उसे एक साहित्यिक एवं शब्दाडंबरपूर्ण उत्पाद बना दिया गया।"
"Sometimes there was only a piano accompaniment, but there were several films where a violin, a harmonium, tablas and other musical instruments could be added.","काहीवेळा साथीला फक्त पियानोच असे, परंतु अनेक चित्रपटांमध्ये त्याबरोबरीने व्हॉयलीन, स्वरपेटी, तबला आणि अन्य संगीत वाद्येदेखील असत.","कभी-कभी केवल पियानो की संगत होती थी, लेकिन कई फिल्में थीं जहां पर वायलिन, हार्मोनियम, तबला और अन्य संगीतवाद्यों का भी इस्तेमाल होता था।"
The score was live and helped to dramatise the narrative.,संगीत प्रत्यक्षात वाजवले जात होते आणि त्यामुळे कथनात नाट्यमयता येण्यास मदत झाली.,स्वर लिपि साक्षात् बजाई जाती थी जिससे कथा को नाटकीय रूप देने में मदद मिलती थी।
"The stunt film and the adventure action film did not appeal to everyone: the educated classes saw them as populist, vulgar and a corrupting influence.","धाडसी दृश्ये असणारे चित्रपट आणि साहसी मारामारी दाखवणारे चित्रपट सर्वांना आवडतीलच असे नाही: शिक्षित वर्गाला ते लोकानुरंजन करणारे, बिभत्स आणि विचलित करणारे वाटले.","खतरनाक करतब वाली फिल्म और रोमांच वाली मारधाड़ की फिल्म सबको पसंद नहीं आती थीं: शिक्षित समूह इन्हें जनरञ्जकवादी, अश्लील और भ्रष्ट करने वाले प्रभाव मानते थे।"
This division in film styles is why distributors and producers continue to see films as being of two main categories: films for the classes and films for the masses.,"चित्रपटांच्या या शैलींविषयी असे विभाजन झाल्यामुळे, वितरक आणि निर्माते चित्रपटांच्या दोन श्रेणी असतात असे त्याकडे पाहतात: उच्चभ्रूंकरता असणारे चित्रपट आणि सामान्यांकरता असणारे चित्रपट.",फिल्मों की शैलियों में अंतर ही वह कारण है कि वितरक और निर्माता फिल्मों का दो श्रेणियों का विभाजन करते हैं – ऊँचे दर्जे के लोगों के लिए फिल्में और साधारण जनता के लिए फिल्में।
The winter edition of the Film Appreciation Course was launched on 23rd November 2020.,चित्रपट रसग्रहण अभ्यासक्रमाची हिवाळी आवृत्ती २३ नोव्हेंबर २०२० रोजी सुरू करण्यात आली.,फिल्म प्रशंसा पाठ्यक्रम का शीतकालीन संस्करण 23 नवंबर 2020 को प्रारंभ किया गया था।
"Thus, our focus shifts from a desire to know the times the novel is referring to in socio-economic or political terms, to a desire to see the times (in terms of costume and decor).","अशा प्रकारे, कादंबरी सामाजिक-आर्थिक किंवा राजकीय परिभाषेत संदर्भ देत असलेला कालखंड जाणून घेण्याच्या इच्छेपासून आपले चित्त तो कालखंड (पेहेराव आणि सजावट यांच्या परिभाषेतून) पाहण्याकडे वळते.","लिहाज़ा, उपन्यास सामाजिक-आर्थिक या राजनीतिक शब्दों में जिस वक्त का ज़िक्र कर रहा है, उसे समझने की इच्छा के बजाय अब हम उस वक्त को (परिधान और साज-सज्जा के लिहाज़ से) अनुभव करना चाहते हैं।"
Its alumni have been earning recognition regularly through their mastery over film-making.,"चित्रपटनिर्मितीतील त्यांच्या प्रावीण्याद्वारे, तिचे माजी विद्यार्थी नेहमीच लोकप्रियता प्राप्त करीत आले आहेत.",इसके भूतपूर्व छात्र नियमित रूप से फिल्म निर्माण में प्रवीणता के लिए मान्यता प्राप्त करते रहे हैं।
"With state-of-the-art facilities, FTII provides a creative ambiance to inspire budding filmmakers with an innovative language of artistic expression.","अत्याधुनिक सुविधा पुरवून, एफ.टी.आय.आय. उगवत्या चित्रपट निर्मात्यांना कलात्मक अभिव्यक्तीच्या नवोन्मेशी भाषेने प्रेरित करण्यासाठी पूरक असे निर्मितीक्षम वातावरण उपलब्ध करून देते.",एफ.टी.आई.आई. नवोदित फिल्म निर्माताओं में कलात्मक अभिव्यक्ति की प्रगतिशील भाषा प्रेरित करने के लिए उन्नत सुविधाओं के साथ रचनात्मक माहौल प्रदान करता है।
"What drives us, the audience, is a nostalgia for the present times of the novel, the lived moment of Austen's heroines, or Pagnol's and Forster's characters, our imagined past, not that of the original text for which that present time represents unwanted change.","आपल्या, म्हणजेच प्रेक्षकांच्या विचारांना चालना मिळते ती, नको असलेल्या सद्यकालीन बदलाचे प्रतिनिधित्व करणार्‍या मूळ कथेच्या नाही तर कथानकाच्या सद्य काळासाठीच्या, ऑस्टिनच्या नायिकेने किंवा पॅग्नोल आणि फॉस्टरच्या पात्रांनी जगलेल्या क्षणाच्या, आपल्या कल्पित भूतकाळाच्या स्मरणरंजनाने.","हम दर्शक जिससे प्रेरित होते हैं, वे हैं उपन्यास के उस काल की स्मृतियाँ, जो ऑस्टिन की नायिकाओं या पैग्नोल एवं फॉर्स्टर के पात्रों के जीवंत क्षण थे, हमारा कल्पित अतीत, न कि मूल पाठ का अतीत जिसके लिए उस समय का वर्तमान काल अवांछित परिवर्तन दर्शाता है।"
A pedon is morphologically described in the field and sampled for laboratory investigations for their characterization and classification.,"भूरूपीकीयदृष्ट्या, ढेकळ हे शेतातून काढले जाते आणि त्याची वैशिष्ट्ये आणि वर्गीकरण यासाठीच्या प्रयोगशाळीय तपासण्यांसाठी त्याचा नमुना घेतला जातो.",खेत में अपने लक्षण वर्णन और वर्गीकरण के लिए रूपात्मक संरचना के अनुसार वर्णित किए जाने के बाद प्रयोगशाला अनुसंधान के लिए एक व्यक्तिगत पेडॉन का नमूना लिया जाता है।
"The delineated units on a map will be given a specific symbol, colour and name.","नकाशावरील अ-रेखांकित एककांना विशिष्ट चिन्ह, रंग आणि नाव दिले जाईल.","मानचित्र पर रेखांकित क्षेत्रों को विशिष्ट चिह्न, रंग और नाम दिया जाएगा।"
Thornthwaite and Mather model is widely used for computing water balance.,जलसमतोलाचे मापन करण्यासाठी थॉर्नवेट आणि मेथर यांचे प्रतिमान व्यापकपणे वापरले जाते.,जल-संतुलन की संगणना करने के लिए थॉर्न्थवेट और माथेर प्रतिमान व्यापक रूप से प्रयोग में लाया जाता है।
"Above 60 miles (100 km) from Earth's surface, the chemical composition of air becomes strongly dependent on altitude and the atmosphere becomes enriched with lighter gases (atomic oxygen, helium and hydrogen).","पृथ्वीच्या पृष्ठभागापासून ६० मैल (१०० कि. मी.) उंचीवर, हवेची रासायनिक रचना मोठ्या प्रमाणात उंचीवर अवलंबून राहते आणि वातावरण हलक्या वायूंनी (रेण्वीय प्राणवायू, हेलियम आणि हायड्रोजन) समृद्ध बनते.","पृथ्वी की सतह से 60 मील (100 कि.मी.) ऊपर हवा की रासायनिक संरचना बहुत ज्यादा ऊँचाई पर निर्भर करती है और वायुमंडल में हल्की गैसों (आणविक ऑक्सीजन, हीलियम और हाइड्रोजन) की मात्रा बढ़ जाती है।"
Climate change will make some agricultural areas more suitable for production and other areas less so.,"हवामान बदलामुळे काही कृषी क्षेत्रे उत्पन्नास अधिक योग्य बनतील, तर अन्य काही कमी बनतील.",जलवायु परिवर्तन से कुछ कृषि क्षेत्र उत्पादन के लिए अधिक उपयुक्त बन जाएंगे और अन्य क्षेत्र कुछ कम।
The type of information collected can range from detailed notes describing a site to a photograph of the site.,"गोळा केलेल्या माहितीचा प्रकार, स्थळाचे वर्णन करणाऱ्या तपशीलवार नोंदींपासून स्थळाच्या छायाचित्रापर्यंतचा असू शकतो.",जिस प्रकार की जानकारी एकत्र की जाती है वह स्थल के विस्तृत वर्णन से लेकर स्थल के चित्र तक हो सकती है।
"During March, heat wave conditions were observed in most places, with Severe Heat wave conditions at isolated places occurring over West Rajasthan during 29-31 March.","मार्चमध्ये, बहुतेक ठिकाणी उष्णतेच्या लाटेची स्थिती दिसून आली, तर २९ - ३१ मार्च दरम्यान, पश्चिम राजस्थानमध्ये तुरळक ठिकाणी आत्यंतिक उष्णतेच्या लाटेची स्थिती होती.","मार्च के दौरान अधिकतर जगहों पर ग्रीष्म लहर की स्थितियाँ देखी गईं, और 29-31 मार्च के दौरान पश्चिम राजस्थान में छिट-पुट जगहों पर प्रचंड ग्रीष्म लहर की स्थितियाँ हुईं।"
"Even in radiometrically corrected scene composites, some noise will remain.",प्रारणमितियरित्या सुधारण्यात आलेल्या दृश्यमिश्रणांमध्येही थोडाफार व्यत्यय राहील.,यहाँ तक कि रेडियोमेट्रिक तरीके से ठीक किए गए दृश्य संयोजनों में भी कुछ शोर रहा आएगा।
"The most important sources are local atmospheric effects, such as haze, smoke, or cumulus clouds in an otherwise clear-sky scene.","सर्वांत महत्त्वाचे स्रोत म्हणजे, एरवी स्वच्छ - आकाश असलेल्या दृश्यामधील धुके, धूर किंवा पुंजकेमय ढग आदी स्थानीय वातावरणीय परिणाम.","सर्वाधिक महत्वपूर्ण स्रोत स्थानीय वायुमंडलीय प्रभाव हैं, जैसे कि धुंध, धुआँ, या अन्य तरह से स्पष्ट आसमान में कपासी बादल।"
"For these reasons, research in recent years has emphasised the use of image composites.","या कारणांमुळे, अलीकडच्या वर्षांतील संशोधनात, संयुक्त प्रतिमांच्या वापरावर भर देण्यात आला आहे.",इन कारणों से हाल के सालों में शोध में छवि संयोजनों पर बल दिया जाता है।
High relative humidities in the lower and middle troposphere are also required for cyclone development.,निम्न आणि मध्य क्षोभावरणातील उच्च सापेक्ष आर्द्रतांचीही चक्रीवादळाच्या विकासासाठी आवश्यकता असते.,चक्रवात की उत्पत्ति के लिए निचले और मध्य क्षोभमण्डल में उच्च सापेक्ष आर्द्रता होना जरूरी है।
"Similarly, forest land that is currently dominated by lower-valued species may become more valuable in the future, and vice versa.","त्याचप्रमाणे, सध्या कमी मोलाच्या प्रजातींचा वरचष्मा असलेली वनजमीन, भविष्यात अधिक मौल्यवान ठरू शकते किंवा त्याउलटही घडू शकते.","उसी प्रकार, वन क्षेत्र जहां फिलहाल कम मान के जीवों का प्रभुत्व है भविष्य में मूल्यवान साबित हो सकता है और इसका उल्टा भी हो सकता है।"
"However, this approach is fundamentally limited because the probability of cloud-free scenes decreases as the area covered by one scene increases.","मात्र, ही भूमिका मूलतः सीमित ठरते, कारण एका दृश्याने व्यापलेले क्षेत्र जसे वाढते, तशी ढगमुक्त दृश्यांची संभाव्यता कमी होत जाते.","हालांकि यह उपागम मूल रूप से सीमित है क्यों कि जैसे-जैसे एक दृष्य द्वारा आच्छादित स्थान का क्षेत्र बढ़ता जाता है, बादल-रहित दृष्यों की संभावना कम होती जाती है।"
"In this direction, an attempt has been made to calibrate soil properties to soil reflectance using the Multivariate Adaptive Regression Splines (MARS).","या दिशेने, बहुचल अनुयोगी समाश्रयण खाचा (एम. ए. आर. एस.) वापरून मृदेच्या वैशिष्ट्यांचे मृदेच्या परावर्तकतेशी अंशन करण्याचा प्रयत्न करण्यात आला आहे.","इस दिशा में, बहुभिन्नरूपी अनुकूली प्रतिगमन स्प्लाइन (मार्स) का प्रयोग करके मृदा परावर्तन के आधार पर मृदा के गुणों को जाँचने का प्रयास किया गया है।"
"It relies on the interpreter to employ visual cues such as tone, texture, shape, pattern, and relationship to other objects to identify the different land cover classes.","भूपृष्ठाचे वेगवेगळे प्रकार ओळखण्यासाठी, संकेतवाचकाने छटा, पोत, आकार, प्ररूप आणि अन्य वस्तूंशी असलेला संबंध, अशा दर्शनी सूचकांचा वापर करण्यावर ती अवलंबून असते.","विभिन्न भू-आवरण वर्गों की पहचान करने के लिए व्याख्याकार द्वारा रंग भेद, संरचना, आकार, प्रतिरूप अभिज्ञान और अन्य वस्तुओं के साथ संबंध जैसे दृश्य संकेतों के प्रयोग पर यह निर्भर करता है।"
About 45% of the annual rainfall of this subdivision (about 60% for coastal regions) is accounted for by the rainfall during this period.,या उपविभागातील सुमारे ४५% वार्षिक पर्जन्यमान (किनारपट्टीच्या विभागातील सुमारे ६०%) हे या काळातील पर्जन्यमानातून जमेस धरले जाते.,इस समयावधि में होने वाली वर्षा इस उपखंड की वार्षिक वर्षा के 45 प्रतिशत (तटीय क्षेत्रों के लिए लगभग 60 प्रतिशत) के लिए उत्तरदायी है।
"While salinization is mostly associated with coastal areas and younger alluvial plains, alkalization happens mostly in inland and older alluvial plains.","क्षारण हे मुख्यत्वे किनारपट्टीचे भाग आणि नवी जलोढ मैदाने यांच्याशी संबंधित असले, तरी अल्कलीकरण बहुतेक वेळा अंतर्भागांमध्ये आणि जुन्या जलोढ मैदानांमध्ये घडते.","जबकि लवणीकरण ज़्यादातर तटीय क्षेत्रों और अपेक्षाकृत नवीन जलोढ़क मैदानों से संबंधित है, क्षारीयण अधिकतर स्थलीय तथा अपेक्षाकृत पुराने जलोढ़क मैदानों में होता है।"
"Adaptation strategies include banning new construction in vulnerable areas with a high risk of flooding, minimizing flashy runoff from impervious surfaces, changing the requirements for stormwater retention structures in new developments, and protecting wetlands that buffer runoff from heavy rainstorms.","पुराचा जास्त धोका असलेल्या असुरक्षित क्षेत्रांमध्ये नव्या बांधकामावर बंदी घालणे, अप्रवेश्य पृष्ठभागांवरून आकस्मिक पुराचा पृष्ठवाह कमी करणे, नव्या विकासकामांमध्ये पुराच्या पाण्यासाठीच्या प्रतिबंधात्मक बांधकामांच्या गरजांमध्ये बदल करणे, आणि अतिवृष्टीच्या पाण्याचा पृष्ठवाह सामावून घेणाऱ्या दलदलीच्या जमिनींचे संरक्षण करणे, यांचा अनुकूलन धोरणांमध्ये समावेश होतो.","अनुकूलन रणनीतियों में उच्च जोखिम वाले बाढ़ से प्रभावित होने वाले संवेदनशील क्षेत्रों का निषेध करना, अभेद्य सतहों से होने वाले तेज़ अपवाह को कम करना, नए विकासों में तूफान के पानी को रोकने वाले निर्माणों की आवश्यकताओं में परिवर्तन करना, और अपवाह का भारी आँधी-तूफानों से बचाव करने वाले आर्द्र प्रदेशों की सुरक्षा करना शामिल हैं।"
