src,prediction_mar,prediction_hin,gt_mar,gt_hin
"It is also worth labouring the point that this rethinking of film theory in the 1960s did not come via film criticism (as it did in the 1950s) but through other disciplines, namely structural linguistics and semiotics.","1960 च्या दशकातील चित्रपट सिद्धांताचा हा पुनर्विचार चित्रपट टीकेतून (1950 च्या दशकात केल्याप्रमाणे) आला नाही, तर संरचनात्मक भाषाशास्त्र आणि संकेतनशास्त्र या इतर शाखांद्वारे आला, हा मुद्दा देखील लक्षात घेण्याजोगा आहे.","यह भी ध्यान देने योग्य है कि 1960 के दशक में फिल्म सिद्धांत की यह पुनर्विचार फिल्म आलोचना (जैसा कि इसने 1950 के दशक में किया था) के माध्यम से नहीं आया था, बल्कि अन्य विषयों, अर्थात् संरचनात्मक भाषाविज्ञान और संकेतात्मक के माध्यम से आया था।","१९६०च्या दशकामधील चित्रपट सिद्धांतावरील असा पुनर्विचार हा चित्रपटांच्या समीक्षेतून नाही (जसे १९५०च्या दशकात झाले), परंतु संरचनात्मक भाषाशास्त्र आणि चिन्ह मीमांसा यांसारख्या अन्य शाखांच्या मार्गे आला हा ही मुद्दा अधोरेखित करण्यासारखा आहे.","इस पर ज़ोर देना भी महत्वपूर्ण है कि (1950 के दशक के विपरीत) 1960 के दशक में फिल्मी सिद्धांत का पुनर्विचार फिल्मों की आलोचना से नहीं बल्कि अन्य विषयों, जैसे संरचनात्मक भाषाविज्ञान तथा लाक्षणिकता, से आया था।"
"This pattern would repeat itself in the 1970s with psychoanalysis and philosophy pushing the debate along, and then history in the 1980s.",1970 च्या दशकात मानसशास्त्रीय विश्लेषण आणि तत्त्वज्ञानाने वादविवादाला पुढे ढकलले आणि नंतर 1980 च्या दशकातील इतिहासासह या पद्धतीची पुनरावृत्ती होईल.,"यह पैटर्न 1970 के दशक में मनोविश्लेषण और दर्शन के साथ बहस को आगे बढ़ाने के साथ खुद को दोहराएगा, और फिर 1980 के दशक में इतिहास।",पुढे १९७०च्या दशकातही मनोविश्लेषण आणि तत्त्वज्ञानाच्या आधारे आणि १९८०च्या दशकात इतिहासाचा आधार घेऊन चर्चा पुढे नेण्याचा हा प्रघात पुन्हा आला.,यह प्रवृत्ति 1970 के दशक में मनोविश्लेषण और दर्शन के माध्यम से और फिर 1980 के दशक में इतिहास के माध्यम से बहस को आगे बढ़ाते हुए दोहराई जाने वाली थी।
More modern perspectives like the New Indian Cinema appear which aim to break with the traditional Bollywoodian aesthetics.,नवीन भारतीय चित्रपटांसारखे अधिक आधुनिक दृष्टीकोन दिसून येतात ज्यांचे उद्दिष्ट बॉलीवूडच्या पारंपारिक सौंदर्यशास्त्राला तोडणे हे आहे.,नए भारतीय सिनेमा जैसे अधिक आधुनिक दृष्टिकोण दिखाई देते हैं जिनका उद्देश्य पारंपरिक बॉलीवुड सौंदर्यशास्त्र को तोड़ना है।,न्यू इंडियन सिनेमासारखे अधिक आधुनिक परिप्रेक्ष्य पारंपरिक बॉलीवूड शैलीच्या सौंदर्यशास्त्रापासून फारकत घेण्याचे ध्येय बाळगत असल्याचे दिसतात.,नए भारतीय सिनेमा जैसा और भी आधुनिक दृष्टिकोण आया है जो पारंपरिक बॉलिवुडी कलात्मकता से परे हटने का प्रयास कर रहा है।
"The themes show the idea of a contemporary India where the west has been assimilated, but the tradition and the true essence of India as a diverse multilingual country are evident.","ही संकल्पना समकालीन भारताची कल्पना दर्शवते, जिथे पाश्चिमात्य देश आत्मसात झाले आहेत, परंतु वैविध्यपूर्ण बहुभाषिक देश म्हणून भारताची परंपरा आणि खरे सार स्पष्ट आहे.","ये विषय एक ऐसे समकालीन भारत के विचार को दर्शाते हैं जहां पश्चिम को आत्मसात किया गया है, लेकिन एक विविध बहुभाषी देश के रूप में भारत की परंपरा और वास्तविक सार स्पष्ट हैं।","ही विषयवस्तू समकालीन भारताची संकल्पना दर्शवते, जिथे पश्चिमेकडील शैली सामावून घेतली आहे, मात्र भारताची वैविध्यपूर्ण बहुभाषिक देश म्हणून असलेली परंपरा आणि खरा गाभा स्पष्ट आहे.","मूल विषय समकालीन भारत की कल्पना दर्शाते हैं जहाँ पश्चिम का समावेश कर लिया गया है, परन्तु परंपरा और विविध बहुभाषी देश के रूप में भारत की पहचान सुस्पष्ट है।"
"Nowadays, films gather the diversity of India through the influence of the classical epics of Sanskrit with recurrent themes like maternity and revenge, or trying to maintain the traditional values that conformed to the social hierarchy of India.","आजकाल, प्रसूती आणि सूड यासारख्या वारंवारच्या संकल्पनांसह किंवा भारताच्या सामाजिक पदानुक्रमाशी सुसंगत असलेली पारंपारिक मूल्ये टिकवून ठेवण्याचा प्रयत्न करून, संस्कृतच्या शास्त्रीय महाकाव्यांच्या प्रभावाद्वारे चित्रपट भारतातील विविधता गोळा करतात.","आजकल, फिल्में मातृत्व और बदला जैसे बार-बार विषयों के साथ संस्कृत के शास्त्रीय महाकाव्यों के प्रभाव के माध्यम से भारत की विविधता को इकट्ठा करती हैं, या भारत के सामाजिक पदानुक्रम के अनुरूप पारंपरिक मूल्यों को बनाए रखने का प्रयास करती हैं।",मातृत्व आणि सूड या वारंवार येणाऱ्या संकल्पना असणाऱ्या संस्कृत भाषेतील अभिजात महाकाव्यांच्या प्रभावातून किंवा भारताच्या सामाजिक उतरंडीला धरून असणाऱ्या पारंपरिक मूल्यांची जपणूक करण्याच्या प्रयत्नातून आजकाल चित्रपटांमध्ये भारताची विविधता दिसते.,"फिल्मों में संस्कृत के महाकाव्यों के प्रभाव के माध्यम से मातृत्व तथा प्रतिशोध जैसे बार-बार दोहराए जाने वाले मूल-विषय, या भारत की सामाजिक व्यवस्था को दिखाने वाले पारंपरिक मूल्यों को बनाए रखने की कोशिशें आजकल की फिल्मों में दिखाई देती हैं जो भारत की विविधता दिखाती हैं।"
"This influence is also felt in the narrative structure of films, often with digressions that make Indian films too long for the western audience.","हा प्रभाव चित्रपटांच्या कथात्मक संरचनेतही जाणवतो, बहुतेक वेळा ज्या विचलनांमुळे भारतीय चित्रपट पाश्चात्य प्रेक्षकांसाठी खूप लांबलचक बनतात.","यह प्रभाव फिल्मों की कथा संरचना में भी महसूस किया जाता है, अक्सर ऐसे विचलन के साथ जो भारतीय फिल्मों को पश्चिमी दर्शकों के लिए बहुत लंबा बना देते हैं।",हा प्रभाव चित्रपटांच्या कथानकाच्या मांडणीत देखील जाणवतो आणि सतत होणाऱ्या विषयांतरामुळे पाश्चात्य प्रेक्षकांना भारतीय चित्रपट फारच लांबलचक वाटतात.,"फिल्मों के कथानक की रूपरेखा में भी यह प्रभाव देखा जा सकता है, जहाँ बहुधा होने वाले विषय परिवर्तन पश्चिमी दर्शकों के लिए भारतीय फिल्मों को बहुत लंबा बना देते हैं।"
We naturally accept this narrative convention of an exclusively male point of view.,आम्ही नैसर्गिकरित्या केवळ पुरुषांच्या दृष्टिकोनाचा हा वर्णनात्मक दृष्टिकोन स्वीकारतो.,हम स्वाभाविक रूप से विशेष रूप से पुरुष दृष्टिकोण के इस वर्णनात्मक परंपरा को स्वीकार करते हैं।,निव्वळ पुरुषी दृष्टिकोनाची ही कथनपरंपरा आपण निसर्गतःच स्वीकारतो.,हम स्वाभाविक रूप से पुरुष के दृष्टिकोण की अनन्यता की कथात्मक परिपाटी को स्वीकार करते हैं।
"Since the commencement of academic courses in 1960, the Institute has regularly upgraded the pedagogic curriculum, enriched the quality of cinematic learning, and augmented the infrastructure to realize its mandate of being truly a centre of excellence.","1960 मध्ये शैक्षणिक अभ्यासक्रम सुरू झाल्यापासून, संस्थेने अध्यापनशास्त्र अभ्यासक्रम नियमितपणे अद्ययावत केला आहे, चित्रपट शिक्षणाची गुणवत्ता समृद्ध केली आहे आणि खरोखरच उत्कृष्टतेचे केंद्र असण्याचा त्याचा आदेश साकार करण्यासाठी पायाभूत सुविधांमध्ये वाढ केली आहे.","1960 में शैक्षणिक पाठ्यक्रमों की शुरुआत के बाद से, संस्थान ने नियमित रूप से शैक्षणिक पाठ्यक्रम को उन्नत किया है, सिनेमाई शिक्षा की गुणवत्ता को समृद्ध किया है, और वास्तव में उत्कृष्टता का केंद्र होने के अपने जनादेश को साकार करने के लिए बुनियादी ढांचे को बढ़ाया है।","१९६० साली अकादमिक पाठ्यक्रम सुरू केल्यानंतर, संस्थेने नियमितपणे तिचा शिक्षणशास्त्रीय अभ्यासक्रम अद्ययावत केला आहे, चित्रपटाच्या अध्ययनाचा दर्जा उंचावला आहे आणि खऱ्या अर्थी उत्कृष्टतेचे केंद्र होण्याचा अधिकार प्रत्यक्षात उतरवण्याकरता पायाभूत सुविधा वाढवल्या आहेत.","1960 में शैक्षणिक पाठ्यक्रम की शुरुआत के साथ ही संस्थान ने शिक्षा की पाठ्यचर्या में लगातार सुधार किया है, चलचित्र-संबंधी प्रवीणता के मानदण्डों को सुधारा है, और इसके सही अर्थों में उत्कृष्टता का केंद्र बनने के उद्देश्य को पूरा करने के लिए इसकी आधारभूत संरचना में विस्तार किया है।"
The Institute has crossed many milestones towards a new paradigm in the art and craft of filmmaking.,या संस्थेने चित्रपट निर्मितीच्या कला आणि हस्तकलेतील एका नवीन प्रतिमानाच्या दिशेने अनेक टप्पे पार केले आहेत.,संस्थान ने फिल्म निर्माण की कला और शिल्प में एक नए प्रतिमान की दिशा में कई मील के पत्थर पार किए हैं।,"चित्रपटनिर्मितीच्या कला कौशल्याच्या नव्या रूपावलीच्या दिशेने, या संस्थेने अनेक मैलाचे दगड पार केले आहेत.",संस्थान ने फिल्म निर्माण में कला एवं शिल्प में नए प्रतिमान की ओर बढ़ते हुए कई उपलब्धियाँ हासिल की हैं।
"Taking the historical development as the chronological point of departure of the development of Indian narratives in English helps us to shed light onto the sphere of the cinematic production of India, which is considered among the so-called other cinemas or cinemas of other countries, with the marginality implied in these terms.","ऐतिहासिक विकासाला इंग्रजीतील भारतीय कथांच्या विकासाचा कालानुक्रमिक बिंदू म्हणून घेतल्याने आपल्याला भारताच्या चित्रपट निर्मितीच्या क्षेत्रावर प्रकाश टाकण्यास मदत होते, जे इतर देशांतील तथाकथित इतर चित्रपटगृहांमध्ये किंवा चित्रपटगृहांमध्ये मानले जाते, या संज्ञांमध्ये निहित असलेल्या उपेक्षिततेसह.","ऐतिहासिक विकास को अंग्रेजी में भारतीय आख्यानों के विकास के प्रस्थान के कालानुक्रमिक बिंदु के रूप में लेने से हमें भारत के सिनेमाई निर्माण के क्षेत्र पर प्रकाश डालने में मदद मिलती है, जिसे अन्य देशों के तथाकथित अन्य सिनेमाघरों या सिनेमाघरों में से एक माना जाता है।","इंग्रजीतील भारतीय कथानक पुढे सरकताना ते क्रमवार घडलेल्या ऐतिहासिक घडामोडीवर आधारित आहे हे लक्षात घेतल्यावर आपल्याला भारतातील चित्रपट निर्मितीवर प्रकाश टाकण्यास मदत होते, जी, तथाकथित अन्य चित्रपटांमध्ये किंवा अन्य देशांच्या चित्रपटांमध्ये या परिभाषेतील अध्याहृत सीमान्तिकता असलेली म्हणून गणली जाते.","इस ऐतिहासिक घटना को अंग्रेज़ी में भारतीय भावात्मक वर्णनों के विकास के कालानुक्रमिक परिवर्तन की शुरुआत मानने से हमें भारतीय सिनेमा के निर्माण के क्षेत्र को समझाने में मदद मिलती है, जिसके लिए अन्य सिनेमा अथवा अन्य देशों का सिनेमा जैसे वर्गीकरण प्रयोग करके इन्हें कम गुणवत्ता का समझा जाता है।"
"The dialogue was presented through inter-titles, which were often in English, and two or three Indian languages.","संवाद आंतर-शीर्षकांद्वारे सादर करण्यात आला होता, जे अनेकदा इंग्रजीमध्ये आणि दोन किंवा तीन भारतीय भाषांमध्ये होते.","संवाद को अंतर-शीर्षकों के माध्यम से प्रस्तुत किया गया था, जो अक्सर अंग्रेजी में होते थे, और दो या तीन भारतीय भाषाओं में।",संवाद सहसा इंग्रजी आणि दोन किंवा तीन भारतीय भाषांमधील अंतर्शीर्षकांद्वारे दाखवले गेले.,संवाद को वार्ता शीर्षकपत्रों के ज़रिए प्रस्तुत किया जाता था जो अक्सर अंग्रेज़ी एवं दो या तीन भारतीय भाषाओं में होते थे।
"Sweeping economic changes, the onset of satellite television, increased access to more western sounds and production techniques, greater formal distribution and exhibition of Hindi cinema around the world, all come into play significantly.","व्यापक आर्थिक बदल, उपग्रह दूरचित्रवाणीची सुरुवात, अधिक पाश्चात्य ध्वनी आणि निर्मिती तंत्रांमध्ये वाढलेली प्रवेश, जगभरातील हिंदी सिनेमाचे अधिक औपचारिक वितरण आणि प्रदर्शन, हे सर्व लक्षणीयरीत्या अमलात येतात.","व्यापक आर्थिक परिवर्तन, उपग्रह टेलीविजन की शुरुआत, अधिक पश्चिमी ध्वनियों और उत्पादन तकनीकों तक पहुंच में वृद्धि, दुनिया भर में हिंदी सिनेमा का अधिक औपचारिक वितरण और प्रदर्शनी, सभी महत्वपूर्ण रूप से काम में आते हैं।","वेगाने होणारे आर्थिक बदल, दूरदर्शन कार्यक्रमांचे उपग्रहाद्वारे प्रसारण, पाश्चात्य ध्वनी आणि निर्मिती तंत्रे यांची वाढीव उपलब्धता, हिंदी सिनेमांचे जगभरातील वाढते औपचारिक विभाजन आणि प्रदर्शन हे सर्व घटक महत्त्वाचे ठरतात.","भारी आर्थिक परिवर्तन, उपग्रह टेलीविजन का आगमन, पश्चिमी ध्वनियों और प्रोडक्शन तकनीकों तक अधिक पहुँच, पूरे संसार में हिंदी सिनेमा का बढ़े हुए स्तर पर औपचारिक वितरण और प्रदर्शन, सभी की महत्वपूर्ण भूमिका रही है।"
"In these hands, the cinema lost much of its visual character and was turned into a literary and wordy product.","या हातांमध्ये, चित्रपटाने त्याचे बरेचसे दृश्य पात्र गमावले आणि त्याचे रूपांतर एक साहित्यिक आणि शब्दयुक्त उत्पादनात झाले.","इन हाथों में, सिनेमा ने अपना अधिकांश दृश्य चरित्र खो दिया और इसे एक साहित्यिक और वाकपटु उत्पाद में बदल दिया गया।",त्यांनी चित्रपटनिर्मिती सुरू केल्यावर त्यातील दृश्यरूपता बरीच मागे पडली आणि त्याचे स्वरूप साहित्यिक आणि शब्दबद्ध झाले.,"इनके हाथों में, सिनेमा ने काफी हद तक अपना दृष्टिक पहलू खो दिया और उसे एक साहित्यिक एवं शब्दाडंबरपूर्ण उत्पाद बना दिया गया।"
"Sometimes there was only a piano accompaniment, but there were several films where a violin, a harmonium, tablas and other musical instruments could be added.","कधीकधी केवळ पियानोची साथ होती, परंतु व्हायोलिन, हार्मोनियम, तबला आणि इतर वाद्ये जोडता येणार\u093C्या अनेक चित्रपटही होत्या.","कभी-कभी केवल एक पियानो संगत था, लेकिन कई फिल्में थीं जहाँ एक वायलिन, एक हारमोनियम, तबला और अन्य संगीत वाद्ययंत्र जोड़े जा सकते थे।","काहीवेळा साथीला फक्त पियानोच असे, परंतु अनेक चित्रपटांमध्ये त्याबरोबरीने व्हॉयलीन, स्वरपेटी, तबला आणि अन्य संगीत वाद्येदेखील असत.","कभी-कभी केवल पियानो की संगत होती थी, लेकिन कई फिल्में थीं जहां पर वायलिन, हार्मोनियम, तबला और अन्य संगीतवाद्यों का भी इस्तेमाल होता था।"
The score was live and helped to dramatise the narrative.,संगीत लाइव्ह होते आणि कथेला नाट्यमय बनवण्यास मदत झाली.,संगीत जीवंत था और कथा को नाटकीय बनाने में मदद की।,संगीत प्रत्यक्षात वाजवले जात होते आणि त्यामुळे कथनात नाट्यमयता येण्यास मदत झाली.,स्वर लिपि साक्षात् बजाई जाती थी जिससे कथा को नाटकीय रूप देने में मदद मिलती थी।
"The stunt film and the adventure action film did not appeal to everyone: the educated classes saw them as populist, vulgar and a corrupting influence.","स्टंट चित्रपट आणि साहसी मारधाड चित्रपट सर्वांना आकर्षित करू शकला नाहीः सुशिक्षित वर्ग त्यांच्याकडे लोकप्रिय, अश्लील आणि भ्रष्ट प्रभाव म्हणून पाहत होते.","स्टंट फिल्म और एडवेंचर एक्शन फिल्म सभी को पसंद नहीं आईः शिक्षित वर्ग उन्हें लोकलुभावन, अश्लील और भ्रष्ट प्रभाव के रूप में देखते थे।","धाडसी दृश्ये असणारे चित्रपट आणि साहसी मारामारी दाखवणारे चित्रपट सर्वांना आवडतीलच असे नाही: शिक्षित वर्गाला ते लोकानुरंजन करणारे, बिभत्स आणि विचलित करणारे वाटले.","खतरनाक करतब वाली फिल्म और रोमांच वाली मारधाड़ की फिल्म सबको पसंद नहीं आती थीं: शिक्षित समूह इन्हें जनरञ्जकवादी, अश्लील और भ्रष्ट करने वाले प्रभाव मानते थे।"
This division in film styles is why distributors and producers continue to see films as being of two main categories: films for the classes and films for the masses.,चित्रपट शैलींमधील ही विभागणी हेच कारण आहे की वितरक आणि निर्माते चित्रपटांकडे दोन मुख्य श्रेणींचे म्हणून पाहत राहतातः वर्गांसाठी चित्रपट आणि लोकांसाठी चित्रपट.,फिल्म शैलियों में यह विभाजन ही कारण है कि वितरक और निर्माता फिल्मों को दो मुख्य श्रेणियों के रूप में देखते हैंः वर्गों के लिए फिल्में और जनता के लिए फिल्में।,"चित्रपटांच्या या शैलींविषयी असे विभाजन झाल्यामुळे, वितरक आणि निर्माते चित्रपटांच्या दोन श्रेणी असतात असे त्याकडे पाहतात: उच्चभ्रूंकरता असणारे चित्रपट आणि सामान्यांकरता असणारे चित्रपट.",फिल्मों की शैलियों में अंतर ही वह कारण है कि वितरक और निर्माता फिल्मों का दो श्रेणियों का विभाजन करते हैं – ऊँचे दर्जे के लोगों के लिए फिल्में और साधारण जनता के लिए फिल्में।
The winter edition of the Film Appreciation Course was launched on 23rd November 2020.,चित्रपट प्रशंसा अभ्यासक्रमाची हिवाळी आवृत्ती 23 नोव्हेंबर 2020 रोजी सुरू करण्यात आली.,फिल्म प्रशंसा पाठ्यक्रम का शीतकालीन संस्करण 23 नवंबर 2020 को शुरू किया गया था।,चित्रपट रसग्रहण अभ्यासक्रमाची हिवाळी आवृत्ती २३ नोव्हेंबर २०२० रोजी सुरू करण्यात आली.,फिल्म प्रशंसा पाठ्यक्रम का शीतकालीन संस्करण 23 नवंबर 2020 को प्रारंभ किया गया था।
"Thus, our focus shifts from a desire to know the times the novel is referring to in socio-economic or political terms, to a desire to see the times (in terms of costume and decor).","अशा प्रकारे, आपले लक्ष कादंबरी सामाजिक-आर्थिक किंवा राजकीय दृष्टीने ज्या काळाचा संदर्भ देत आहे ते जाणून घेण्याच्या इच्छेवरून, वेळ पाहण्याच्या इच्छेकडे (वेशभूषा आणि सजावटीच्या दृष्टीने) वळते.","इस प्रकार, हमारा ध्यान उन समय को जानने की इच्छा से बदल जाता है जिनका उपन्यास सामाजिक-आर्थिक या राजनीतिक संदर्भ में उल्लेख कर रहा है, समय को देखने की इच्छा (पोशाक और सजावट के संदर्भ में) की ओर।","अशा प्रकारे, कादंबरी सामाजिक-आर्थिक किंवा राजकीय परिभाषेत संदर्भ देत असलेला कालखंड जाणून घेण्याच्या इच्छेपासून आपले चित्त तो कालखंड (पेहेराव आणि सजावट यांच्या परिभाषेतून) पाहण्याकडे वळते.","लिहाज़ा, उपन्यास सामाजिक-आर्थिक या राजनीतिक शब्दों में जिस वक्त का ज़िक्र कर रहा है, उसे समझने की इच्छा के बजाय अब हम उस वक्त को (परिधान और साज-सज्जा के लिहाज़ से) अनुभव करना चाहते हैं।"
Its alumni have been earning recognition regularly through their mastery over film-making.,त्याचे माजी विद्यार्थी चित्रपट निर्मितीवरील त्यांच्या प्रावीण्यामुळे नियमितपणे मान्यता मिळवत आहेत.,इसके पूर्व छात्र फिल्म निर्माण पर अपनी महारत के माध्यम से नियमित रूप से मान्यता अर्जित कर रहे हैं।,"चित्रपटनिर्मितीतील त्यांच्या प्रावीण्याद्वारे, तिचे माजी विद्यार्थी नेहमीच लोकप्रियता प्राप्त करीत आले आहेत.",इसके भूतपूर्व छात्र नियमित रूप से फिल्म निर्माण में प्रवीणता के लिए मान्यता प्राप्त करते रहे हैं।
"With state-of-the-art facilities, FTII provides a creative ambiance to inspire budding filmmakers with an innovative language of artistic expression.","अत्याधुनिक सुविधांसह, <ID1>. कलात्मक अभिव्यक्तीच्या नाविन्यपूर्ण भाषेसह नवोदित चित्रपट निर्मात्यांना प्रेरित करण्यासाठी एक सर्जनशील वातावरण प्रदान करते.","अत्याधुनिक सुविधाओं के साथ, एफ. टी. आई. आई. कलात्मक अभिव्यक्ति की एक नवीन भाषा के साथ नवोदित फिल्म निर्माताओं को प्रेरित करने के लिए एक रचनात्मक वातावरण प्रदान करता है।","अत्याधुनिक सुविधा पुरवून, एफ.टी.आय.आय. उगवत्या चित्रपट निर्मात्यांना कलात्मक अभिव्यक्तीच्या नवोन्मेशी भाषेने प्रेरित करण्यासाठी पूरक असे निर्मितीक्षम वातावरण उपलब्ध करून देते.",एफ.टी.आई.आई. नवोदित फिल्म निर्माताओं में कलात्मक अभिव्यक्ति की प्रगतिशील भाषा प्रेरित करने के लिए उन्नत सुविधाओं के साथ रचनात्मक माहौल प्रदान करता है।
"What drives us, the audience, is a nostalgia for the present times of the novel, the lived moment of Austen's heroines, or Pagnol's and Forster's characters, our imagined past, not that of the original text for which that present time represents unwanted change.","कादंबरीच्या सध्याच्या काळाबद्दल, ऑस्टिनच्या नायिकांचा जिवंत क्षण, किंवा पॅग्नोल आणि फोर्स्टरची पात्रे, आपला काल्पनिक भूतकाळ, मूळ मजकुराचा नाही ज्यासाठी तो वर्तमान काळ अवांछित बदलाचे प्रतिनिधित्व करतो, ही आपल्याला प्रेक्षकांना प्रेरित करणारी गोष्ट म्हणजे एक उदासीन भावना आहे.","जो बात हमें, दर्शकों को प्रेरित करती है, वह उपन्यास के वर्तमान समय, ऑस्टिन की नायिकाओं के जीवित क्षण, या पैग्नोल और फोर्स्टर के पात्रों, हमारे काल्पनिक अतीत के लिए एक पुरानी यादें हैं, न कि मूल पाठ के लिए जिसके लिए वह वर्तमान समय अवांछित परिवर्तन का प्रतिनिधित्व करता है।","आपल्या, म्हणजेच प्रेक्षकांच्या विचारांना चालना मिळते ती, नको असलेल्या सद्यकालीन बदलाचे प्रतिनिधित्व करणार्‍या मूळ कथेच्या नाही तर कथानकाच्या सद्य काळासाठीच्या, ऑस्टिनच्या नायिकेने किंवा पॅग्नोल आणि फॉस्टरच्या पात्रांनी जगलेल्या क्षणाच्या, आपल्या कल्पित भूतकाळाच्या स्मरणरंजनाने.","हम दर्शक जिससे प्रेरित होते हैं, वे हैं उपन्यास के उस काल की स्मृतियाँ, जो ऑस्टिन की नायिकाओं या पैग्नोल एवं फॉर्स्टर के पात्रों के जीवंत क्षण थे, हमारा कल्पित अतीत, न कि मूल पाठ का अतीत जिसके लिए उस समय का वर्तमान काल अवांछित परिवर्तन दर्शाता है।"
A pedon is morphologically described in the field and sampled for laboratory investigations for their characterization and classification.,पेडॉनचे क्षेत्रामध्ये आकारशास्त्रीय वर्णन केले जाते आणि त्यांचे वैशिष्ट्यीकरण आणि वर्गीकरण करण्यासाठी प्रयोगशाळेच्या तपासणीसाठी नमुना घेतला जातो.,एक पेडन को क्षेत्र में रूपात्मक रूप से वर्णित किया जाता है और उनके लक्षण वर्णन और वर्गीकरण के लिए प्रयोगशाला जांच के लिए नमूना लिया जाता है।,"भूरूपीकीयदृष्ट्या, ढेकळ हे शेतातून काढले जाते आणि त्याची वैशिष्ट्ये आणि वर्गीकरण यासाठीच्या प्रयोगशाळीय तपासण्यांसाठी त्याचा नमुना घेतला जातो.",खेत में अपने लक्षण वर्णन और वर्गीकरण के लिए रूपात्मक संरचना के अनुसार वर्णित किए जाने के बाद प्रयोगशाला अनुसंधान के लिए एक व्यक्तिगत पेडॉन का नमूना लिया जाता है।
"The delineated units on a map will be given a specific symbol, colour and name.","नकाशावरील रेखाटलेल्या युनिट्सना एक विशिष्ट चिन्ह, रंग आणि नाव दिले जाईल.","मानचित्र पर चित्रित इकाइयों को एक विशिष्ट प्रतीक, रंग और नाम दिया जाएगा।","नकाशावरील अ-रेखांकित एककांना विशिष्ट चिन्ह, रंग आणि नाव दिले जाईल.","मानचित्र पर रेखांकित क्षेत्रों को विशिष्ट चिह्न, रंग और नाम दिया जाएगा।"
Thornthwaite and Mather model is widely used for computing water balance.,पाण्याच्या संतुलनाची गणना करण्यासाठी थॉर्नथवेट आणि माथेर मॉडेलचा मोठ्या प्रमाणात वापर केला जातो.,थोर्नथवेट और माथेर मॉडल का व्यापक रूप से जल संतुलन की गणना के लिए उपयोग किया जाता है।,जलसमतोलाचे मापन करण्यासाठी थॉर्नवेट आणि मेथर यांचे प्रतिमान व्यापकपणे वापरले जाते.,जल-संतुलन की संगणना करने के लिए थॉर्न्थवेट और माथेर प्रतिमान व्यापक रूप से प्रयोग में लाया जाता है।
